# of predictors,i,predictors,fold,tn|fp|fn|tp
10,119,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,119,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,119,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,119,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,120,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,120,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,120,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,120,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,120,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,121,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,121,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,121,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,121,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,121,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,122,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,122,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,122,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,122,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,122,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,123,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,123,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,123,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,123,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,123,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,124,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,124,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,124,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,124,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,124,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,125,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,125,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,125,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,125,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,125,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,126,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,126,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,126,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,126,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,126,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,127,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,127,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,127,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,127,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,127,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,128,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,128,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,128,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,128,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,128,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,129,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,129,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,129,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,129,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,129,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,130,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,130,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,130,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,130,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,130,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,131,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,131,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,131,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,131,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,131,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,132,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,132,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,132,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,132,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,132,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,133,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,133,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,133,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,133,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,133,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,134,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,134,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,134,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,134,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,134,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,135,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,135,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,135,1|2|3|4|5|6|7|8|9|10,2,13
10,135,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,135,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,136,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,136,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,136,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,136,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,136,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,137,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,137,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,137,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,137,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,137,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,138,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,138,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,138,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,138,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,138,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,139,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,139,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,139,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,139,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,139,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,140,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,140,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,140,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,140,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,140,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,141,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,141,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,141,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,141,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,141,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,142,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,142,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,142,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,142,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,142,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,143,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,143,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,143,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,143,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,143,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,144,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,144,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,144,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,144,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,144,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,145,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,145,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,145,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,145,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,145,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,146,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,146,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,146,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,146,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,146,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,147,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,147,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,147,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,147,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,147,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,148,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,148,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,148,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,148,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,148,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,149,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,149,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,149,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,149,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,149,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,150,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,150,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,150,1|2|3|4|5|6|7|8|9|10,2,13
10,150,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,150,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,151,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,151,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,151,1|2|3|4|5|6|7|8|9|10,2,13
10,151,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,151,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,152,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,152,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,152,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,152,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,152,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,153,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,153,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,153,1|2|3|4|5|6|7|8|9|10,2,13
10,153,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,153,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,154,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,154,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,154,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,154,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,154,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,155,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,155,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,155,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,155,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,155,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,156,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,156,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,156,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,156,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,156,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,157,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,157,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,157,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,157,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,157,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,158,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,158,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,158,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,158,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,158,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,159,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,159,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,159,1|2|3|4|5|6|7|8|9|10,2,13
10,159,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,159,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,160,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,160,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,160,1|2|3|4|5|6|7|8|9|10,2,13
10,160,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,160,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,161,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,161,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,161,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,161,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,161,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,162,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,162,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,162,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,162,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,162,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,163,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,163,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,163,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,163,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,163,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,164,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,164,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,164,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,164,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,164,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,165,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,165,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,165,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,165,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,165,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,166,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,166,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,166,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,166,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,166,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,167,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,167,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,167,1|2|3|4|5|6|7|8|9|10,2,13
10,167,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,167,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,168,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,168,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,168,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,168,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,168,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,169,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,169,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,169,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,169,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,169,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,170,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,170,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,170,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,170,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,170,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,171,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,171,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,171,1|2|3|4|5|6|7|8|9|10,2,13
10,171,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,171,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,172,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,172,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,172,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,172,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,172,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,173,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,173,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,173,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,173,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,173,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,174,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,174,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,174,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,174,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,174,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,175,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,175,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,175,1|2|3|4|5|6|7|8|9|10,2,13
10,175,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,175,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,176,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,176,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,176,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,176,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,176,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,177,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,177,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,177,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,177,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,177,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,178,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,178,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,178,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,178,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,178,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,179,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,179,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,179,1|2|3|4|5|6|7|8|9|10,2,13
10,179,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,179,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,180,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,180,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,180,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,180,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,180,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,181,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,181,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,181,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,181,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,181,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,182,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,182,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,182,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,182,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,182,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,183,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,183,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,183,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,183,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,183,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,184,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,184,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,184,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,184,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,184,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,185,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,185,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,185,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,185,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,185,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,186,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,186,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,186,1|2|3|4|5|6|7|8|9|10,2,13
10,186,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,186,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,187,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,187,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,187,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,187,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,187,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,188,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,188,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,188,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,188,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,188,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,189,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,189,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,189,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,189,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,189,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,190,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,190,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,190,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,190,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,190,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,191,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,191,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,191,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,191,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,191,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,192,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,192,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,192,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,192,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,192,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,193,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,193,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,193,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,193,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,193,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,194,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,194,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,194,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,194,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,194,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,195,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,195,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,195,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,195,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,195,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,196,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,196,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,196,1|2|3|4|5|6|7|8|9|10,2,13
10,196,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,196,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,197,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,197,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,197,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,197,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,197,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,198,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,198,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,198,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,198,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,198,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,199,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,199,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,199,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,199,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,199,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,200,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,200,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,200,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,200,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,200,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,201,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,201,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,201,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,201,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
